S.No,Landslide,Sample_Type,Latitude,Longitude,State,District,Subdivision Or Taluk,Material Involved,Movement Type,Initiation_Year,History_date,Slide_Name,Elevation_m,Slope_deg,ID,rainfall_total_30d_mm,rainfall_mean_daily_mm,rainfall_max_daily_mm,rainfall_std_daily_mm,rainfall_7d_mm,rainfall_15d_mm,rainfall_30d_mm,rainfall_max_7d_mm,rainfall_max_15d_mm,rainfall_max_30d_mm,NDVI_mean,NDVI_std,NDVI_min,NDVI_max,NDVI_valid_observations,NDVI_range,Land_Cover_Type,Land_Cover_QC,Soil_clay_0_5cm,Soil_sand_0_5cm,Soil_silt_0_5cm,Soil_soc_0_5cm,Soil_bdod_0_5cm,Soil_phh2o_0_5cm
996,1,1,9.925144,76.941602,Kerala,Idukki,Idukki,Debris,Slide,,,Alpara III,708.0440673828125,13.733774466822858,SLD00994,9.240312814712524,0.3080104271570841,5.140906810760498,0.986697949807668,0.0,0.0,9.240312814712524,0.0,0.0,5.140906810760498,0.8083666666666667,0.0521310665077753,0.6422,0.8558,15,0.2136,8.0,0.0,25.3,37.1,25.4,40.4,1.01,5.1
35375,0,0,10.963966,76.482962,Western Ghats Region,Background / Unspecified,,,,,,,70.86894226074219,4.539341532106666,SLD08146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7789266666666667,0.0445266929038344,0.7049,0.8688,15,0.1639,8.0,0.0,20.9,43.4,23.6,21.9,1.23,5.4
5929,1,1,14.077044,74.811725,Karnataka,Uttar Kannada,Sagar,Soil,Slide,,,BanUTTuli,607.99609375,14.626253283251812,SLD05063,1.0311083827400571,0.0343702794246685,0.113626092672348,0.0452520904436012,0.7205256223678587,0.9491183608770366,1.0311083827400571,0.113626092672348,0.113626092672348,0.113626092672348,0.6473785714285715,0.0707007363531605,0.5519,0.7571,14,0.2052,9.0,0.0,16.0,50.2,20.9,21.0,1.29,6.2
36132,0,0,17.521605,74.068184,Western Ghats Region,Background / Unspecified,,,,,,,628.3549194335938,1.8466193986983608,SLD08854,0.3422371016349638,0.0114079033878321,0.0441406220197677,0.0173169966414919,0.0,0.0,0.3422371016349638,0.0,0.0,0.0441406220197677,0.474578947368421,0.1031110220369145,0.3389,0.7092,19,0.3703000000000001,12.0,0.0,23.2,34.0,20.6,12.4,1.53,7.0
100,1,1,9.303428,76.990983,Kerala,Pathanamthitta,Konni,Debris,Flow,,,Mundanpara slide 4,231.19363403320312,21.141124953522784,SLD00098,4.070419931784272,0.135680664392809,1.6967076063156128,0.3523257112604953,0.4382785800844428,0.4382785800844428,4.070419931784272,0.2557759582996368,0.2557759582996368,1.6967076063156128,0.84605,0.0560514838889555,0.6724,0.9116,14,0.2391999999999999,2.0,0.0,27.1,36.9,23.0,31.5,1.1,5.2
39095,0,0,17.528733,73.534732,Western Ghats Region,Background / Unspecified,,,,,,,1.5,0.0,SLD11584,0.5234244723687871,0.0174474824122929,0.1599497199058532,0.0332961518825867,0.0,0.0,0.5234244723687871,0.0,0.0,0.1599497199058532,0.38579375,0.131053558866849,0.2209,0.704,16,0.4831,10.0,0.0,30.0,24.5,32.3,17.9,1.35,6.1
38205,0,0,14.934736,74.430692,Western Ghats Region,Background / Unspecified,,,,,,,260.0242004394531,11.309787873004918,SLD10772,1.192045425996183,0.0397348475332061,0.0814295187592506,0.029730012318977,0.4398671090602868,0.538198444992303,1.192045425996183,0.0748625770211219,0.0748625770211219,0.0814295187592506,0.8267333333333333,0.0625163597636269,0.625,0.8947,15,0.2697,2.0,0.0,15.4,45.5,19.3,27.6,1.23,5.6
324,1,1,9.810415,77.063431,Kerala,Idukki,Idukki,Debris,Flow,,,Nellippara II,800.0625,29.478111241691423,SLD00322,0.6738449633121488,0.0224614987770716,0.2695379853248596,0.0582447839387019,0.0,0.0,0.6738449633121488,0.0,0.0,0.2695379853248596,0.8415066666666667,0.0359859787509894,0.7837,0.8997,15,0.1160000000000001,2.0,0.0,26.9,37.6,23.2,25.2,1.1,5.2
40686,0,0,12.464994,76.086822,Western Ghats Region,Background / Unspecified,,,,,,,932.5317993164062,20.71780031788193,SLD13055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4262941176470588,0.1081665236486561,0.262,0.6142,17,0.3521999999999999,12.0,0.0,25.3,42.3,17.1,12.8,1.29,6.4
39604,0,0,10.177631,77.514374,Western Ghats Region,Background / Unspecified,,,,,,,716.1920776367188,36.60229121964223,SLD12055,5.587762534618378,0.1862587511539459,4.5893073081970215,0.8381198599059412,0.0,0.0,5.587762534618378,0.0,0.0,4.5893073081970215,0.7734941176470588,0.1126519777377889,0.5062,0.8886,17,0.3823999999999999,8.0,0.0,23.2,40.1,22.7,34.0,1.2,5.8
5214,1,1,13.148333,75.630464,Karnataka,Chikmagalur,Mudigere,Debris,Slide,,,"MudigereTattakola road section, 50m
from Slide no. 11",874.7424926757812,30.01695699821837,SLD04394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8014466666666666,0.0335475540233916,0.7431,0.8607,15,0.1176,2.0,0.0,24.8,41.3,17.3,23.0,1.16,5.3
2671,1,1,10.5494,76.5612,Kerala,Palakkad,Chittur,Debris,Flow,,,Kairadi-Naalaamkooppu_2,132.07766723632812,9.964565878022931,SLD02655,6.753528118133545,0.2251176039377848,0.6427974700927734,0.2213532232859928,0.8907725661993026,0.8907725661993026,6.753528118133545,0.1781545132398605,0.1781545132398605,0.6427974700927734,0.808845,0.0785049007856734,0.6027,0.9071,20,0.3044,8.0,0.0,23.5,47.7,16.5,28.8,1.12,5.4
5310,1,1,13.197706,75.426592,Karnataka,Chikkamangalur,Kalasa,Soil,Slide,2019.0,,,836.5921020507812,15.807104085361605,SLD04490,0.1998731214553115,0.0066624373818437,0.0249415040016174,0.0100150309130454,0.1547737605869768,0.1998731214553115,0.1998731214553115,0.0249415040016174,0.0249415040016174,0.0249415040016174,0.8375235294117647,0.0270920082637796,0.7778,0.8981,17,0.1202999999999999,2.0,0.0,26.7,40.4,18.2,27.8,1.1,5.4
40958,0,0,12.411915,76.041718,Western Ghats Region,Background / Unspecified,,,,,,,909.550048828125,0.7133569970770949,SLD13309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5455000000000001,0.134551704472558,0.3636,0.828,18,0.4644,12.0,0.0,26.0,39.3,24.1,11.1,1.24,6.2
6131,1,1,14.51,74.82,Karnataka,Uttara Kannada,Siddapur,Debris,Slide,2020.0,,Keremane village,575.5176391601562,11.22382604162086,SLD05265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.754125,0.0471944276371692,0.6772,0.8356,16,0.1583999999999999,2.0,0.0,15.6,47.1,20.3,18.2,1.28,5.6
37921,0,0,16.656274,73.669234,Western Ghats Region,Background / Unspecified,,,,,,,62.39863204956055,8.708869551232416,SLD10508,0.156095419079065,0.0052031806359688,0.031219083815813,0.0118335631815468,0.0,0.0,0.156095419079065,0.0,0.0,0.031219083815813,0.6326777777777778,0.1323306978549241,0.3596,0.8457,18,0.4861,9.0,0.0,24.6,31.0,24.2,18.0,1.37,6.1
7688,1,1,18.65,73.5,Maharashtra,Pune,Mawal,Rock,Slide,2019.0,,Waru,666.5322875976562,28.016281954783903,SLD06782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49508125,0.1534845886671796,0.2961,0.7404,16,0.4443,12.0,0.0,41.1,26.1,17.6,16.4,1.38,6.3
41217,0,0,13.161512,76.096547,Western Ghats Region,Background / Unspecified,,,,,,,994.7716064453124,4.918032395027879,SLD13547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70174375,0.1108600316841015,0.4339,0.8225,16,0.3886,4.0,0.0,19.0,40.2,20.9,14.6,1.38,6.7
33918,1,1,14.513155,74.411225,Karnataka,Uttara Kannada,Kumta,Debris,Flow,,"Reactivation on
18/07/2024",--,68.8510513305664,12.921987713690838,SLD06898,0.129115208983421,0.0043038402994473,0.0258230417966842,0.0097881987326612,0.129115208983421,0.129115208983421,0.129115208983421,0.0258230417966842,0.0258230417966842,0.0258230417966842,0.7176764705882352,0.0596550032416788,0.595,0.8422,17,0.2471999999999999,8.0,0.0,19.8,45.2,20.2,22.5,1.25,5.5
38859,0,0,9.572128,77.647759,Western Ghats Region,Background / Unspecified,,,,,,,190.27001953125,1.1487429984768058,SLD11376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5921904761904762,0.1071919628739109,0.4193,0.7987,21,0.3793999999999999,12.0,0.0,27.2,39.6,16.7,19.7,1.4,7.2
3050,1,1,11.271553,76.116892,Kerala,Malappuram,Ernad,Debris,Flow,,,,125.68122863769533,17.584150576131766,SLD03034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7717117647058823,0.0919207395147644,0.4717,0.8467,17,0.375,8.0,0.0,24.2,49.0,17.6,27.8,1.1,5.4
37692,0,0,14.458743,75.502782,Western Ghats Region,Background / Unspecified,,,,,,,573.801025390625,0.6533951977085263,SLD10292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5679947368421052,0.1030057089770821,0.3847,0.7772,19,0.3925,12.0,0.0,37.0,28.6,27.3,10.0,1.4,6.8
2233,1,1,10.301614,76.783903,Tamil Nadu,Coimbatore,Chalakkudy,Rock,Topple,,,,875.2008056640625,23.59233115559794,SLD02217,6.658580996096134,0.2219526998698711,2.2474961280822754,0.4775732930324047,0.3114399984478946,0.3114399984478946,6.658580996096134,0.1981890946626663,0.1981890946626663,2.2474961280822754,0.8214833333333335,0.0439501749574205,0.7605,0.8836,12,0.1231000000000001,2.0,0.0,29.5,34.2,20.6,44.6,1.08,5.3
2580,1,1,10.523668,76.642289,Kerala,Palakkad,Chittur,Rock,Slide,,,,627.6799926757812,49.99976620915623,SLD02564,43.13226014375687,1.4377420047918956,3.946347951889038,1.1793921941021626,4.660068333148956,10.280798971652985,43.13226014375687,0.6968697905540466,0.7714303135871887,3.946347951889038,0.7369600000000001,0.1476965508834148,0.4945,0.8827,15,0.3882,2.0,0.0,25.0,42.1,17.6,30.6,1.1,5.3
3469,1,1,11.415753,76.789571,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,,,,2039.637939453125,22.037253963120147,SLD03452,55.6316282749176,1.85438760916392,27.78095245361328,5.102747651529588,7.3261463940143585,10.891923069953918,55.6316282749176,2.942913055419922,2.942913055419922,27.78095245361328,0.8461947368421052,0.0435824056457573,0.7734,0.9805,19,0.2071,2.0,0.0,27.4,35.9,23.1,51.7,1.02,5.5
37024,0,0,18.036886,73.951305,Western Ghats Region,Background / Unspecified,,,,,,,769.048583984375,4.253329656183146,SLD09678,0.6130254408344618,0.0204341813611487,0.2083890885114669,0.0399360536245127,0.0,0.0,0.6130254408344618,0.0,0.0,0.2083890885114669,0.48206875,0.15818707793306,0.2995,0.7837,16,0.4841999999999999,12.0,0.0,29.9,37.0,18.4,19.0,1.35,6.5
2092,1,1,10.262289,77.4889793,Tamil Nadu,Dindigul,Kodaikanal,Soil,Slide,,,,2145.373046875,22.410146676861764,SLD02076,13.06165111064911,0.4353883703549703,9.82981300354004,1.814160948964007,0.0,0.0,13.06165111064911,0.0,0.0,9.82981300354004,0.6683333333333333,0.0702272780921722,0.5202,0.7779,18,0.2577,10.0,0.0,22.3,32.4,28.2,60.0,1.02,5.4
1241,1,1,10.003116,76.830646,Kerala,Idukki,Thodupuzha,Debris,Slide,,,Kummayakkulambu III,153.86700439453125,19.72245532581635,SLD01225,15.52949932962656,0.5176499776542187,8.686185836791992,1.5833801977253503,1.4356844574213028,1.5455827638506885,15.52949932962656,0.2602728605270386,0.2602728605270386,8.686185836791992,0.8277,0.0299186006802903,0.7908,0.9099,16,0.1191000000000001,8.0,0.0,25.7,34.5,25.1,30.3,1.09,5.2
40569,0,0,18.822704,73.405162,Western Ghats Region,Background / Unspecified,,,,,,,372.2747192382813,14.849762944597408,SLD12945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6613176470588236,0.1037600973116238,0.4836,0.8508,17,0.3672,9.0,0.0,27.3,31.3,21.9,23.5,1.34,6.2
5924,1,1,14.059347,74.80565,Karnataka,Uttar Kannada,Sagar,Soil,Slide,,,Kalur 1,588.412109375,12.441120086531452,SLD05058,1.2426434177905312,0.0414214472596843,0.1268742531538009,0.0480755341797092,0.7998344451189039,1.0480292141437528,1.2426434177905312,0.1268742531538009,0.1268742531538009,0.1268742531538009,0.6260411764705882,0.0756348304257332,0.5248,0.7663,17,0.2414999999999999,9.0,0.0,14.8,52.1,20.9,22.9,1.29,5.7
38777,0,0,15.898499,73.678231,Western Ghats Region,Background / Unspecified,,,,,,,28.46622085571289,9.0346475625621,SLD11300,0.1770438253879545,0.0059014608462651,0.0354087650775909,0.0134216577654333,0.0,0.0,0.1770438253879545,0.0,0.0,0.0354087650775909,0.6996529411764706,0.0759456394209622,0.6116,0.8606,17,0.249,9.0,0.0,24.8,32.4,19.8,17.3,1.35,6.1
5859,1,1,13.93,74.91,Karnataka,Shimoga,Hosanagara,Debris,Slide,,,Nittur-Lingadakai road,655.380126953125,12.529724869494403,SLD04994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77293125,0.0451856425390484,0.7015,0.8513,16,0.1497999999999999,2.0,0.0,15.4,49.9,21.6,22.5,1.28,5.5
1888,1,1,10.14,77.18,Kerala,Idukki,Devikulam,Debris,Slide,2019.0,,Aanakkulam,1628.2783203125,8.183587375883835,SLD01872,10.523332193493845,0.3507777397831281,3.721272230148315,0.8446004640224418,0.3800128400325775,0.3800128400325775,10.523332193493845,0.3800128400325775,0.3800128400325775,3.721272230148315,0.8072375,0.0372094410062822,0.7445,0.8761,16,0.1315999999999999,8.0,0.0,29.4,32.8,27.9,31.6,1.05,5.3
35093,0,0,15.703612,74.053473,Western Ghats Region,Background / Unspecified,,,,,,,77.96952056884766,4.727080727060467,SLD07886,1.056589800864457,0.0352196600288152,0.0821684896945953,0.0354179657598423,0.3209440112113947,0.5671672895550719,1.056589800864457,0.0820744261145591,0.0820744261145591,0.0821684896945953,0.67475,0.08849145023507,0.5325,0.8541,18,0.3216,9.0,0.0,26.8,32.6,18.5,19.2,1.37,5.5
1408,1,1,10.03,77.12,Kerala,Idukki,Udumbanchola,Debris,Slide,,,Aaram mile,1533.8472900390625,26.65509142126568,SLD01392,1.3010068647563455,0.0433668954918781,0.6657837629318237,0.1547724594794458,0.0,0.0,1.3010068647563455,0.0,0.0,0.6657837629318237,0.6591666666666667,0.0877166339914379,0.5067,0.8028,12,0.2960999999999999,10.0,0.0,29.4,29.9,26.9,36.8,1.02,5.4
1275,1,1,10.01,77.17,Kerala,Idukki,Udumbanchola,Debris,Slide,,,Perumbamkoottu,1174.6038818359375,26.851085994488948,SLD01259,1.0370100205764174,0.0345670006858805,0.593285322189331,0.1288505965401607,0.0,0.0,1.0370100205764174,0.0,0.0,0.593285322189331,0.8440285714285715,0.0376796094331266,0.7629,0.8827,14,0.1198,2.0,0.0,26.7,30.9,30.0,35.5,1.06,5.2
36418,0,0,10.18059,76.64731,Western Ghats Region,Background / Unspecified,,,,,,,76.65888214111328,16.44786054718387,SLD09116,1.9053021147847176,0.0635100704928239,1.5689904689788818,0.2852477015559947,0.0,0.0,1.9053021147847176,0.0,0.0,1.5689904689788818,0.7003357142857143,0.1517274662379524,0.4742,0.8528,14,0.3786,5.0,0.0,25.2,39.3,25.7,25.6,1.1,5.2
109,1,1,9.313819,76.956094,Kerala,Pathanamthitta,Konni,Debris,Flow,,,Transformer Padi slide,134.3663787841797,10.01570352773332,SLD00107,3.0851928963093087,0.1028397632103102,1.283626914024353,0.2763298384445136,0.2385734914569183,0.2385734914569183,3.0851928963093087,0.1649612486362457,0.1649612486362457,1.283626914024353,0.8091333333333334,0.040537472376391,0.759,0.9085,15,0.1494999999999999,8.0,0.0,26.4,33.9,23.9,29.2,1.15,5.2
34440,0,0,9.523293,77.632312,Western Ghats Region,Background / Unspecified,,,,,,,155.9392852783203,0.1001784472887661,SLD07286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3879444444444444,0.07399221916345,0.2957,0.5467,18,0.2509999999999999,13.0,9.0,23.8,39.0,17.1,14.3,1.41,7.0
38503,0,0,17.545534,73.563156,Western Ghats Region,Background / Unspecified,,,,,,,43.74216842651367,1.1796609135127902,SLD11047,0.5234244723687871,0.0174474824122929,0.1599497199058532,0.0332961518825867,0.0,0.0,0.5234244723687871,0.0,0.0,0.1599497199058532,0.5043375,0.1946661445483866,0.293,0.8525,16,0.5595000000000001,12.0,0.0,29.6,22.3,27.1,17.1,1.38,6.0
34584,0,0,13.01464,75.913676,Western Ghats Region,Background / Unspecified,,,,,,,969.0969848632812,4.021732758610708,SLD07414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5812176470588236,0.1054259351114214,0.4219,0.7526,17,0.3307,12.0,0.0,28.1,40.8,17.9,16.2,1.28,5.9
40804,0,0,13.449341,75.80786,Western Ghats Region,Background / Unspecified,,,,,,,1075.8707275390625,3.4883543376675537,SLD13165,1.216187309473752,0.0405395769824583,0.0634103119373321,0.0208493926504305,0.3180500939488407,0.508281029760837,1.216187309473752,0.0634103119373321,0.0634103119373321,0.0634103119373321,0.788578947368421,0.062892355823682,0.6346,0.9029,19,0.2683,8.0,0.0,19.6,42.0,21.8,19.1,1.22,5.9
6754,1,1,17.045,73.376,Maharashtra,Ratnagiri,Ratnagiri,Debris,Fall,2014.0,,Bhoke,88.4287338256836,14.663380671037263,SLD05887,0.013756196713075,0.0004585398904358,0.002751239342615,0.0010428545815268,0.0,0.0,0.013756196713075,0.0,0.0,0.002751239342615,0.6335411764705882,0.0979238419565399,0.4901,0.8332,17,0.3431,9.0,0.0,20.1,35.6,27.1,17.3,1.38,6.2
37870,0,0,10.457751,77.471404,Western Ghats Region,Background / Unspecified,,,,,,,315.3580017089844,1.7643568418499955,SLD10461,2.463946755975485,0.0821315585325161,1.7443374395370483,0.3250632475872512,0.0,0.0,2.463946755975485,0.0,0.0,1.7443374395370483,0.6220368421052631,0.042892439252498,0.5039,0.6844,19,0.1805,12.0,0.0,21.8,43.8,19.4,16.0,1.46,6.7
35053,0,0,12.167823,76.011189,Western Ghats Region,Background / Unspecified,,,,,,,887.6100463867188,4.007064453570568,SLD07848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80490625,0.0360642106757747,0.7322,0.8525,16,0.1203,2.0,0.0,25.0,41.5,22.0,19.9,1.2,5.6
2354,1,1,10.355561,76.972572,Tamil Nadu,Coimbatore,Valparai,Soil,Slide,,,,1125.0811767578125,17.86374402863925,SLD02338,6.090004362165928,0.2030001454055309,1.893643021583557,0.4146787619407569,0.0,0.0,6.090004362165928,0.0,0.0,1.893643021583557,0.78526,0.057711236836017,0.6682,0.8596,15,0.1914,8.0,0.0,28.0,35.7,23.0,26.8,1.09,5.4
38945,0,0,18.351532,73.334286,Western Ghats Region,Background / Unspecified,,,,,,,86.51353454589844,2.075152093187683,SLD11449,0.100980959832668,0.0033660319944222,0.0201961919665336,0.0076553468087865,0.100980959832668,0.100980959832668,0.100980959832668,0.0201961919665336,0.0201961919665336,0.0201961919665336,0.5034235294117647,0.1716768859275025,0.3221,0.8481,17,0.526,12.0,0.0,32.8,30.4,21.6,12.4,1.4,6.1
36045,0,0,11.754645,76.256142,Western Ghats Region,Background / Unspecified,,,,,,,965.1937866210938,14.718636151412223,SLD08771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8085833333333334,0.0653000157643436,0.6716,0.8943,18,0.2227,4.0,0.0,19.9,37.7,25.6,27.8,1.08,5.4
36926,0,0,13.247539,74.992824,Western Ghats Region,Background / Unspecified,,,,,,,65.17631530761719,7.830659093898252,SLD09588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62835625,0.071846567709715,0.5471,0.777,16,0.2299,9.0,0.0,31.1,49.1,12.9,24.0,1.2,5.6
35980,0,0,10.357291,76.151844,Western Ghats Region,Background / Unspecified,,,,,,,7.785000324249268,1.7324774340691813,SLD08708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755625,0.0529809462605819,0.6685,0.8456,16,0.1771,14.0,0.0,22.9,42.4,23.4,26.1,1.16,5.3
1835,1,1,10.128558,76.931656,Kerala,Idukki,Devikulam,Debris,Slide,,,Perunkuthu,529.119873046875,16.28970645947334,SLD01819,2.671067451126873,0.0890355817042291,1.159073829650879,0.2524093072576804,0.0,0.0,2.671067451126873,0.0,0.0,1.159073829650879,0.8411944444444445,0.0270759166315363,0.8017,0.9069,18,0.1052,2.0,0.0,28.7,41.5,18.8,31.3,1.13,5.2
36190,0,0,18.06336,73.906718,Western Ghats Region,Background / Unspecified,,,,,,,750.9717407226562,0.7735042230748351,SLD08902,0.7771737501025189,0.0259057916700839,0.0799637362360954,0.0341863664276721,0.0,0.0,0.7771737501025189,0.0,0.0,0.0799637362360954,0.3881444444444444,0.1524150186448065,0.2243,0.7288,18,0.5045,12.0,0.0,29.1,36.5,18.0,13.2,1.4,6.6
37277,0,0,10.230401,77.469446,Western Ghats Region,Background / Unspecified,,,,,,,2263.9228515625,14.533947622291697,SLD09913,17.839953422546387,0.5946651140848795,12.780546188354492,2.3375342704309525,0.0,0.0,17.839953422546387,0.0,0.0,12.780546188354492,0.573315,0.0515562776309334,0.4645,0.6455,20,0.1809999999999999,9.0,0.0,26.7,31.8,28.8,45.2,1.08,5.4
2320,1,1,10.342139,76.916631,Tamil Nadu,Coimbatore,Valparai,Soil,Slide,,,,1010.718017578125,15.125508768509969,SLD02304,6.942072689533234,0.2314024229844411,3.0534908771514893,0.6343471740819233,0.0,0.0,6.942072689533234,0.0,0.0,3.0534908771514893,0.6626428571428571,0.065612413392656,0.534,0.7593,14,0.2252999999999999,8.0,0.0,23.9,34.0,27.3,32.8,1.04,5.2
6382,1,1,15.190278,74.498694,Karnataka,Uttar Kannada,Supa,Debris,Slide,,,1 km NE of Chittegali,645.437255859375,12.528244680858274,SLD05515,0.268685910850763,0.0089561970283587,0.0445669516921043,0.0165520366435267,0.0183404609560966,0.0458511523902415,0.268685910850763,0.0091702304780483,0.0091702304780483,0.0445669516921043,0.772925,0.0622617217879492,0.6511,0.9107,16,0.2595999999999999,2.0,0.0,16.7,46.1,19.1,19.0,1.27,5.6
2731,1,1,10.619327,76.554523,Kerala,Palakkad,Alathur,Debris,Slide,,,Ezhuthankad slide,125.35051727294922,22.22869085669001,SLD02715,2.3728720471262927,0.0790957349042097,0.2752635180950165,0.1070117326298338,0.8208286762237544,0.8208286762237544,2.3728720471262927,0.1641657352447509,0.1641657352447509,0.2752635180950165,0.7857888888888889,0.075887276224743,0.6241,0.8822,18,0.2581,14.0,0.0,25.1,47.8,16.5,22.0,1.15,5.4
2068,1,1,10.254944,77.186528,Kerala,Idukki,Devikulam,Debris,Slide,,,,889.3387451171875,19.308424324349645,SLD02052,14.4662128072232,0.4822070935741067,7.4702467918396,1.3984862155178852,0.6340488791465759,0.6340488791465759,14.4662128072232,0.6340488791465759,0.6340488791465759,7.4702467918396,0.736645,0.0495575208058379,0.6262,0.8122,20,0.186,8.0,0.0,27.2,33.8,24.3,27.6,1.18,5.7
39626,0,0,10.364225,77.892502,Western Ghats Region,Background / Unspecified,,,,,,,262.3074951171875,0.4737679601319199,SLD12077,0.2522850390523671,0.0084095013017455,0.2469792813062667,0.0450690371179741,0.0,0.0,0.2522850390523671,0.0,0.0,0.2469792813062667,0.5518,0.1315250986654158,0.3817,0.792,20,0.4103,12.0,0.0,20.0,43.1,20.9,13.1,1.44,7.6
1047,1,1,9.950146,76.919921,Kerala,Idukki,Idukki,Debris,Flow,,,Mazhuvady,664.5609741210938,22.661283701500444,SLD01045,13.635348664596677,0.4545116221532225,4.998210906982422,1.2347862883801255,0.050853984430432,0.050853984430432,13.635348664596677,0.0101707968860864,0.0101707968860864,4.998210906982422,0.7755166666666666,0.1500161648152703,0.2186,0.8679,18,0.6493,8.0,0.0,27.5,38.3,22.1,30.6,1.1,5.2
38400,0,0,10.811573,77.080837,Western Ghats Region,Background / Unspecified,,,,,,,336.2372131347656,1.511874596366256,SLD10949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5638352941176471,0.1188722315196892,0.3725,0.817,17,0.4444999999999999,12.0,0.0,14.4,54.0,14.8,12.0,1.46,7.0
7484,1,1,18.362175,73.773998,Maharashtra,Pune,Haveli,Rock,Fall,2021.0,,,1072.396484375,27.989091633071624,SLD06579,0.018328101141378,0.0006109367047126,0.0036656202282756,0.0013894497617794,0.0,0.0,0.018328101141378,0.0,0.0,0.0036656202282756,0.48011875,0.1524593070024479,0.2893,0.809,16,0.5197,12.0,0.0,26.7,28.8,24.4,21.6,1.31,6.3
5202,1,1,13.145561,75.43621389,Karnataka,Ckikkamagaluru,Mudigere,Soil,Slide,2019.0,,,922.6774291992188,11.67077923294256,SLD04382,0.0274394080042834,0.0009146469334761,0.0034014924895018,0.0013711118444918,0.0211802406702187,0.0274394080042834,0.0274394080042834,0.0034014924895018,0.0034014924895018,0.0034014924895018,0.7971235294117647,0.0433063149178581,0.7173,0.8888,17,0.1714999999999999,8.0,0.0,24.8,39.7,20.5,30.0,1.06,5.5
