S.No,Latitude,Longitude,Soil_clay_0_5cm,Soil_sand_0_5cm,Soil_silt_0_5cm,Soil_soc_0_5cm,Soil_bdod_0_5cm,Soil_phh2o_0_5cm
40207,16.600564,73.569385,24.4,30.9,23.6,21.0,1.41,6.1
40208,12.626422,76.358609,25.2,41.5,16.5,10.8,1.39,7.3
40209,12.484742,76.05619,30.5,39.6,15.9,13.0,1.3,6.3
40210,8.965176,77.71766,24.9,42.2,18.2,15.6,1.46,7.0
40211,16.58398,73.636259,26.2,33.9,19.2,18.0,1.36,6.1
40213,12.465384,75.18101,27.9,49.7,13.4,22.9,1.1,5.5
40215,12.508862,76.082757,27.8,37.6,19.2,14.0,1.31,6.6
40216,17.402851,73.270745,21.3,37.0,23.2,16.0,1.36,6.1
40217,11.471014,76.503319,19.2,36.2,33.3,26.6,1.04,5.3
40219,12.652441,75.185459,24.0,48.3,16.1,22.9,1.12,5.5
40220,10.164173,76.88667,28.7,34.9,21.7,30.8,1.01,5.2
40221,13.710502,75.313035,19.9,42.2,19.4,22.7,1.18,5.3
40222,15.57761,74.567402,20.0,45.7,16.1,12.5,1.33,6.2
40223,16.448554,73.904962,28.8,29.1,20.4,26.2,1.19,6.0
40224,13.72685,75.459651,17.5,46.0,21.1,23.2,1.31,6.1
40225,8.476371,77.189794,30.4,32.3,20.8,27.7,1.19,5.3
40226,11.866879,76.322727,21.5,48.5,18.0,17.0,1.25,5.6
40227,12.042418,76.286742,27.3,39.5,18.6,14.1,1.29,5.9
40228,12.792862,75.597812,24.6,52.9,14.9,28.0,1.13,5.3
40229,15.242462,74.798268,27.3,30.9,21.3,12.1,1.41,6.2
40230,10.522202,77.591221,16.7,46.7,16.1,18.0,1.46,7.2
40231,9.282563,77.699534,26.1,40.5,20.3,14.1,1.58,7.5
40232,9.438187,77.326663,30.2,30.2,23.1,35.4,1.14,5.3
40233,9.015822,76.740109,27.2,36.6,24.3,26.2,1.13,5.2
40234,13.418406,75.451544,26.8,41.9,17.8,27.8,1.15,5.4
40235,13.63266,74.963993,23.8,49.0,18.0,21.8,1.15,5.6
40236,16.099377,74.510826,30.2,34.7,24.9,11.1,1.37,6.3
40237,15.546905,74.699513,23.6,39.6,15.7,12.1,1.33,6.1
40238,16.064697,74.287083,19.5,42.8,17.2,17.7,1.27,5.8
40239,9.807859,76.657045,24.2,36.6,20.5,25.2,1.1,5.3
40241,18.722958,72.896249,28.0,33.9,26.6,12.4,1.35,6.5
40242,16.012247,73.869932,29.1,32.4,17.8,19.6,1.33,5.4
40243,11.093353,77.134558,21.6,42.5,18.3,23.4,1.4,7.5
40244,15.573443,74.836148,20.0,36.8,22.8,9.7,1.38,6.2
40246,10.070549,77.614541,20.7,41.6,19.7,14.0,1.48,7.4
40247,10.992758,76.889424,18.6,47.1,21.2,14.0,1.42,6.6
40248,16.288912,73.615739,22.9,31.4,25.4,18.3,1.35,6.1
40249,14.444416,75.50161,39.8,27.2,27.9,10.3,1.42,7.1
40250,15.753445,74.855904,29.9,33.4,19.9,15.5,1.4,6.8
40251,11.682981,76.643839,20.4,40.3,22.9,17.0,1.2,6.1
40252,9.936056,77.904796,24.9,40.3,19.9,14.2,1.54,7.6
40253,14.719471,74.912102,16.5,47.7,19.9,15.8,1.3,5.6
40254,9.595791,76.854245,23.8,34.0,30.1,30.9,1.09,5.2
40255,15.089034,74.88279,23.1,40.6,20.1,12.7,1.4,6.1
40256,9.084399,77.21662,29.1,33.5,21.1,38.5,1.1,5.3
40257,13.317843,75.203569,23.8,45.3,17.6,30.4,1.12,5.4
40258,11.114769,77.321205,0.0,0.0,0.0,0.0,0.0,0.0
40260,12.730516,75.532398,26.3,54.8,14.6,17.7,1.2,5.5
40262,15.690248,74.792814,21.8,35.8,21.8,10.1,1.37,6.2
40264,11.296739,77.26889,18.3,39.9,24.5,15.9,1.38,7.4
40265,17.846334,73.18619,29.4,31.7,23.9,16.7,1.38,6.1
40266,10.436203,76.337247,25.4,48.0,14.3,21.4,1.2,5.2
40267,16.498692,73.495412,21.5,35.5,22.3,18.0,1.45,6.1
40268,17.791454,74.016646,32.0,27.6,21.9,14.2,1.44,7.0
40269,18.185265,73.100553,26.5,35.6,20.4,14.3,1.4,6.2
40270,18.860298,73.575326,33.8,27.8,22.8,15.0,1.38,6.3
40271,15.473874,74.576504,17.7,43.8,17.4,14.7,1.35,6.2
40272,15.617639,74.173993,21.1,36.8,20.5,19.4,1.35,5.9
40273,17.971219,74.028977,25.6,35.1,20.5,13.3,1.42,6.8
40274,15.91328,74.106653,31.5,31.3,16.6,24.6,1.19,6.1
40275,17.4147,73.760066,0.0,0.0,0.0,0.0,0.0,0.0
40276,11.366122,76.38936,25.8,44.1,18.9,22.6,1.09,5.4
40277,12.92364,75.12104,29.0,47.2,12.6,20.9,1.21,5.5
40278,10.836572,76.220565,22.0,45.7,18.9,26.4,1.15,5.3
40279,10.03703,76.390098,25.5,34.8,27.1,25.1,1.2,5.2
40280,9.681962,77.144065,29.8,29.6,25.3,31.1,1.1,5.4
40281,11.34374,77.164606,17.3,48.7,17.3,13.0,1.42,7.2
40282,12.070158,76.790117,24.1,39.4,18.8,12.5,1.34,7.4
40283,14.449629,74.615109,19.4,48.2,18.4,19.0,1.32,5.5
40284,15.622102,74.923608,21.2,35.0,31.1,9.9,1.4,6.9
40285,12.239095,76.335376,22.2,39.8,24.2,24.0,1.3,6.7
40286,8.858646,77.257702,24.2,32.8,31.6,51.0,0.98,5.0
40287,10.596582,76.541388,21.2,52.6,16.0,23.5,1.25,5.4
40288,14.110396,75.316569,21.0,42.7,14.8,15.2,1.31,6.2
40289,16.361395,73.486912,18.5,38.2,21.0,14.5,1.44,6.0
40290,13.017064,74.847601,32.1,46.3,12.4,22.5,1.26,6.0
40291,10.736026,76.219793,22.2,42.1,22.4,22.9,1.2,5.3
40292,11.475718,77.155114,24.6,35.5,23.7,18.1,1.4,6.6
40294,10.534248,77.163584,16.0,44.7,19.7,16.3,1.4,6.5
40295,9.518073,77.770571,26.2,39.9,17.9,13.4,0.0,7.6
40296,14.702294,74.318467,22.2,42.1,17.5,16.3,1.38,5.5
40298,13.219656,74.791521,31.0,46.3,14.7,22.0,1.16,5.8
40299,14.185082,75.029538,18.0,40.6,23.4,12.9,1.37,6.1
40300,10.142265,77.761156,24.3,42.0,18.1,14.9,1.57,7.5
40301,18.556885,73.281973,31.9,32.8,24.9,12.0,1.38,6.2
40302,16.582548,74.094409,17.3,43.1,21.5,15.5,1.4,6.5
40303,11.148476,76.137977,25.5,49.7,16.8,21.7,1.1,5.4
40305,16.7993,74.230867,22.7,45.6,15.0,15.5,1.36,6.2
40306,15.522256,74.15134,18.5,31.8,27.2,17.5,1.35,5.6
40307,14.231416,74.780646,18.3,45.8,22.5,23.0,1.28,5.5
40308,9.263296,76.901183,32.3,32.7,22.7,27.8,1.12,5.1
40309,18.303059,73.236564,30.9,29.5,25.3,12.6,1.41,6.1
40310,18.661045,73.438712,41.1,26.2,17.6,18.7,1.37,6.2
40311,15.874249,74.047965,27.9,35.0,20.2,26.0,1.25,6.2
40312,11.997702,75.981075,22.7,44.2,21.0,22.5,1.12,5.4
40313,11.817039,76.097289,18.6,38.0,24.2,21.2,1.22,5.4
40314,14.323988,74.840031,14.9,47.1,20.9,14.0,1.39,6.2
40315,15.153196,74.14226,21.4,39.4,19.3,16.6,1.28,5.4
40316,14.564732,74.421187,17.7,49.3,20.7,22.1,1.23,5.5
40317,16.073088,74.205125,19.7,47.4,16.2,17.8,1.3,6.1
40318,11.262478,76.300547,23.4,46.5,19.9,20.4,1.21,5.6
40319,9.668896,77.022932,25.0,40.9,22.4,23.8,1.17,5.1
40320,17.948403,73.2612,32.1,30.4,21.2,17.6,1.37,6.1
40321,12.066174,76.593576,26.7,36.1,21.1,13.0,1.34,7.1
40322,14.418561,75.310478,22.1,35.8,26.4,10.3,1.37,6.1
40323,18.111452,73.17748,23.9,37.8,18.9,16.7,1.44,6.0
40324,15.578087,74.721169,19.8,40.6,15.7,10.2,1.37,6.1
40325,9.710111,76.905252,25.5,35.1,27.4,30.9,1.04,5.1
40326,15.170334,74.90705,28.3,32.3,22.0,10.3,1.36,6.3
40327,10.14558,76.430052,0.0,0.0,0.0,0.0,0.0,0.0
40328,12.655264,76.24691,19.8,43.2,16.8,11.6,1.3,7.1
40329,10.04448,76.294017,0.0,0.0,0.0,0.0,0.0,0.0
40330,13.37461,75.51082,25.0,49.3,15.8,19.0,1.18,5.3
40331,15.101988,74.614821,17.7,45.7,18.6,20.8,1.23,5.6
40332,8.998574,76.727275,26.1,35.6,25.3,24.7,1.15,5.4
40333,16.506272,73.505363,27.5,33.0,21.1,20.3,1.39,6.1
40334,11.549954,76.483004,24.1,40.6,24.1,21.3,1.2,5.4
40335,13.752316,74.986241,16.8,44.3,22.0,26.1,1.14,5.4
40337,14.356409,74.566419,16.6,44.9,20.4,29.0,1.1,5.6
40338,11.834844,75.453007,27.3,42.7,16.1,23.4,1.12,5.5
40339,10.376805,77.039875,26.7,33.6,27.0,35.3,1.0,5.2
40340,11.583815,76.562025,25.4,36.6,23.4,19.9,1.16,5.6
40341,13.725795,75.26023,20.7,44.4,15.9,18.9,1.27,5.4
40342,10.828427,76.795771,30.8,41.2,17.6,19.1,1.3,5.8
40343,15.972696,74.163574,18.6,46.2,17.4,17.7,1.27,6.0
40345,16.382,74.167168,18.7,33.3,24.1,12.6,1.4,6.5
40346,9.958087,77.519842,20.3,42.4,16.9,14.7,1.46,7.2
40347,15.713373,74.234625,17.8,44.4,18.3,16.8,1.28,6.1
40348,16.150176,74.610696,0.0,0.0,0.0,0.0,0.0,0.0
40349,10.033035,76.79096,22.7,35.8,29.0,30.1,1.1,5.2
40350,12.933687,76.178457,22.9,37.3,24.3,12.1,1.36,6.9
40351,18.994996,73.352691,40.3,33.3,20.7,9.5,1.42,6.5
40352,16.468352,73.79611,27.8,31.4,22.4,21.7,1.34,6.1
40353,10.148128,77.315918,25.5,31.5,28.1,65.4,1.0,5.1
40354,9.384776,77.674292,28.4,38.1,18.6,15.2,1.54,7.5
40355,10.619027,77.478565,21.7,41.9,17.6,14.8,1.48,7.2
40358,14.2893,75.29075,33.4,32.2,17.4,10.1,1.38,6.3
40359,15.705051,73.801521,20.9,32.8,22.4,16.9,1.3,5.4
40360,11.210833,76.096328,23.4,48.3,20.2,20.1,1.21,5.4
40361,17.718755,73.849631,27.2,26.7,23.9,19.4,1.27,6.0
40362,14.598303,75.468426,26.0,38.4,19.0,11.8,1.4,7.5
40363,11.340334,76.885077,22.4,39.1,23.6,25.0,1.27,6.2
40364,10.881393,77.13627,17.2,44.5,16.5,14.0,1.44,7.8
40365,11.62224,75.709848,27.0,51.3,14.5,19.9,1.23,5.4
40366,13.698793,75.493078,20.2,47.9,16.0,17.8,1.24,5.6
40367,18.029841,73.519079,32.6,26.3,22.7,22.7,1.34,5.9
40368,15.633444,74.320838,26.8,37.7,18.7,29.9,1.13,5.5
40369,17.67364,73.659721,22.0,32.9,19.0,23.2,1.36,5.8
40370,13.148023,75.59448,24.8,40.8,19.0,18.7,1.2,5.5
40371,16.445753,74.370867,31.3,33.7,16.8,10.5,1.4,6.5
40372,11.242817,76.6006,24.6,33.6,26.7,56.9,0.92,5.4
40374,18.344114,72.969909,29.6,36.1,24.4,15.2,1.36,6.2
40375,8.784405,77.104718,25.6,31.5,26.6,38.2,1.06,5.2
40376,14.622379,74.334628,20.2,49.1,19.3,21.2,1.25,6.1
40377,17.223362,73.838975,31.1,30.8,21.5,25.0,1.2,5.8
40378,9.584593,77.21701,29.9,33.6,24.9,35.1,1.07,5.3
40379,11.997653,76.806708,20.8,42.3,21.0,11.1,1.38,7.5
40380,9.029812,77.318805,24.9,43.7,17.6,21.0,1.4,5.8
40381,13.604206,75.106845,16.5,48.2,19.4,27.0,1.19,5.5
40382,17.987311,74.00608,37.3,25.9,20.6,13.9,1.34,6.8
40383,16.712716,73.870483,28.1,29.3,20.7,20.4,1.28,6.2
40384,12.026859,76.701066,23.0,37.9,22.4,12.6,1.36,7.6
40385,9.111715,76.915184,28.1,33.1,23.8,24.2,1.14,5.1
40386,15.713571,73.817572,20.7,35.1,22.8,18.1,1.37,6.1
40387,12.89942,75.064918,34.3,45.1,11.9,21.7,1.24,5.7
40388,18.325049,73.700617,21.5,32.8,25.5,20.1,1.35,6.1
40389,11.152839,76.978169,16.4,54.7,13.3,12.1,1.41,8.0
40390,17.96982,73.86482,30.6,30.8,19.0,12.6,1.42,6.8
40391,15.759906,73.813899,24.3,35.1,19.1,20.2,1.42,5.9
40392,11.746239,75.752296,28.6,48.2,14.9,26.8,1.1,5.4
40393,18.257519,73.625487,32.8,29.4,19.4,20.4,1.25,6.1
40394,10.562538,77.720966,18.9,44.5,17.0,12.5,1.48,7.8
40395,10.071004,76.467148,23.7,42.6,16.7,24.5,1.2,5.2
40396,10.813149,76.405543,24.5,52.4,15.0,22.9,1.22,5.2
40397,8.883411,77.420862,26.6,41.5,18.0,16.0,1.42,6.1
40398,8.859842,76.722221,27.6,33.1,24.3,22.7,1.24,5.3
40399,16.231076,74.162462,19.2,38.2,21.9,21.9,1.26,5.9
40400,13.46979,75.356488,23.3,41.9,19.9,25.2,1.14,5.3
40401,11.494815,77.151006,27.4,37.6,20.8,17.0,1.4,6.7
40402,13.48208,75.014946,24.9,47.0,16.6,22.4,1.2,5.6
40403,11.706716,76.797177,24.5,35.5,18.9,10.2,1.37,6.5
40404,10.466469,77.584493,18.1,46.8,18.8,14.8,1.42,7.0
40405,8.829636,77.648563,22.9,38.9,22.1,14.0,1.5,7.0
40406,12.230301,76.419108,26.5,37.7,22.6,11.7,1.33,6.9
40407,13.402525,75.092534,24.9,44.3,19.1,32.4,1.12,5.5
40408,17.609601,73.814177,28.3,29.9,21.1,22.4,1.21,6.2
40409,17.001723,73.854036,27.8,29.4,21.0,18.0,1.38,6.0
40410,18.728452,74.03384,22.8,31.8,24.8,10.8,1.56,7.2
40411,11.101248,76.264161,21.5,46.2,23.5,21.2,1.22,5.4
40412,14.306317,74.429544,0.0,0.0,0.0,0.0,0.0,0.0
40414,10.062015,76.882876,27.2,33.3,25.2,29.6,1.08,5.1
40415,11.661908,76.890964,26.8,33.0,23.1,11.9,1.32,6.9
40416,12.496396,75.26388,28.3,51.3,12.7,23.9,1.07,5.4
40417,13.323111,75.260214,29.5,41.9,16.4,25.9,1.1,5.4
40418,14.893573,74.914196,17.5,47.2,18.9,15.7,1.28,5.6
40419,13.879748,75.539843,25.7,38.4,16.2,12.7,1.39,6.3
40420,14.269935,74.485805,23.7,41.8,21.5,22.7,1.25,5.6
40421,11.006896,77.485689,17.9,43.9,18.6,11.8,1.5,7.3
40422,10.855639,76.084847,23.1,49.4,14.7,20.9,1.23,5.2
40423,9.60723,77.027756,31.5,38.2,18.9,30.4,1.18,5.3
40424,10.883787,76.438954,20.6,46.9,21.2,21.8,1.2,5.3
40426,16.596841,74.153918,17.2,44.6,18.5,15.1,1.39,6.4
40427,15.578303,74.900062,19.1,34.8,30.5,10.3,1.4,6.6
40428,16.448131,73.661094,26.2,28.1,23.2,17.0,1.37,6.0
40429,9.500461,76.541485,23.7,31.4,28.2,22.7,1.22,5.1
40430,9.844955,76.445215,22.9,35.4,26.1,21.5,1.2,5.2
40431,18.644084,73.315667,30.9,33.5,25.9,12.9,1.39,6.4
40432,14.882976,75.1947,27.8,33.3,30.2,12.5,1.42,6.5
40433,17.207103,74.007715,23.3,35.6,20.0,14.1,1.34,6.3
40434,15.081266,75.248703,33.0,30.7,32.2,10.8,1.4,7.6
40435,10.860491,77.303171,16.4,49.9,15.6,11.8,1.46,6.9
40436,13.442283,75.464418,24.2,43.7,19.7,18.7,1.18,5.3
40437,15.079697,74.709367,16.9,46.7,18.6,15.8,1.3,5.6
40438,10.643234,76.952868,22.5,42.9,21.8,20.4,1.4,5.8
40439,10.522295,76.119391,25.5,23.0,27.2,22.1,1.1,5.2
40440,15.949093,74.36388,18.0,50.1,15.0,12.9,1.3,6.1
40441,9.287204,77.300222,31.5,31.7,23.3,39.5,1.14,5.3
40442,15.036212,74.364489,17.1,47.1,20.1,26.5,1.23,5.5
40443,13.822966,75.273796,16.5,49.8,16.9,17.7,1.26,5.6
40444,13.741916,75.804184,21.8,43.2,17.1,10.3,1.4,6.5
40445,14.956083,75.203314,27.9,35.4,23.7,11.1,1.4,6.5
40446,12.937478,75.368665,25.9,49.7,15.9,18.1,1.23,5.5
40447,16.84328,73.655029,25.9,28.6,22.3,18.1,1.37,6.0
40448,13.287542,75.60131,30.2,41.9,14.7,25.8,1.12,5.4
40449,9.518474,76.699825,24.1,39.0,26.2,26.9,1.14,5.3
40450,14.60834,74.430512,20.1,44.2,19.6,22.5,1.25,5.5
40451,11.57499,76.164712,27.3,42.4,18.6,23.0,1.19,5.4
40452,16.855186,74.097568,19.3,42.0,17.5,13.6,1.39,6.3
40453,9.46967,77.155964,30.4,32.2,23.9,35.4,1.06,5.3
40454,10.744528,76.914787,19.7,45.8,20.4,14.9,1.42,5.9
40455,8.321972,77.328036,31.6,29.6,22.2,31.0,1.43,5.8
40456,16.338626,74.414467,21.4,36.7,23.7,12.2,1.35,6.2
40457,12.994458,75.237111,24.3,49.4,16.0,18.0,1.27,5.5
40458,16.68971,73.398775,25.8,32.8,24.7,14.0,1.4,6.1
40459,15.461255,74.833062,26.6,35.7,15.8,10.2,1.42,6.3
40460,10.246826,77.31875,27.6,35.3,24.1,31.1,1.06,5.4
40461,11.084553,75.92591,27.0,56.4,12.2,18.8,1.25,5.3
40462,10.423385,77.467973,19.4,45.8,16.7,17.1,1.39,6.8
40463,18.76163,74.041938,27.0,28.7,25.0,9.1,1.58,7.2
40465,16.145206,73.74335,31.0,26.7,20.5,19.2,1.33,5.6
40466,11.577581,75.65379,28.0,48.5,13.2,24.0,1.23,5.4
40467,10.009585,76.715669,24.2,37.4,24.4,24.3,1.2,5.3
40468,12.472157,75.233114,27.5,53.8,12.0,22.9,1.1,5.4
40469,10.623372,76.383362,21.1,55.3,15.0,21.2,1.12,5.4
40470,10.268134,77.000672,29.2,32.9,26.7,34.9,1.01,5.1
40471,11.487994,76.749656,25.8,38.6,24.8,32.5,1.04,5.7
40472,15.579275,74.675395,18.7,45.8,15.0,10.4,1.33,6.2
40473,12.116708,76.570006,29.8,35.0,22.6,12.5,1.37,6.4
40474,11.2571,76.792376,22.2,41.4,19.5,23.2,1.3,6.2
40475,9.283705,76.879275,30.9,30.6,26.4,23.9,1.12,5.3
40476,16.125867,73.995415,25.2,31.0,18.7,16.3,1.31,6.0
40477,13.412554,75.396093,30.2,44.8,15.3,30.7,1.1,5.4
40478,15.707291,74.772658,29.1,34.5,16.3,9.8,1.38,6.3
40479,12.99493,74.956595,34.2,49.2,9.9,19.9,1.24,5.5
40480,9.746621,76.481453,21.2,31.6,29.9,20.6,1.23,5.2
40481,11.673621,76.052608,25.0,43.8,19.1,19.2,1.18,5.4
40482,10.271112,77.696258,25.5,40.6,21.6,23.6,1.31,6.6
40483,15.044263,75.110158,24.9,38.1,17.6,12.0,1.4,6.2
40484,10.388829,76.844172,27.3,35.0,20.0,29.9,1.09,5.2
40485,10.906833,77.2441,18.6,46.2,16.0,12.4,1.43,7.8
40486,9.358266,76.483675,22.9,28.3,31.5,30.0,1.19,5.3
40487,15.624126,74.3127,29.2,34.0,18.1,23.8,1.19,5.6
40488,12.724448,76.268746,25.2,42.3,16.2,10.5,1.3,6.9
40489,14.937794,74.660308,15.7,47.3,22.1,22.7,1.24,5.5
40490,13.432497,75.491332,24.1,47.0,18.7,17.0,1.23,5.5
40491,18.641497,73.697532,27.8,27.8,21.1,10.0,1.54,6.5
40493,11.862314,76.66553,27.2,36.8,20.0,12.5,1.34,6.8
40494,11.160013,75.920055,27.7,56.9,11.8,23.0,1.27,5.4
40495,9.51087,77.389522,31.3,29.1,21.7,52.2,1.06,5.2
40496,15.773904,73.766079,23.6,36.5,21.3,16.1,1.44,6.1
40497,9.145113,77.388162,16.8,44.1,21.8,18.8,1.37,5.8
40498,15.543468,74.327629,29.2,37.5,17.7,24.6,1.2,5.6
40499,11.599509,76.15935,26.0,45.4,18.7,23.9,1.22,5.3
40500,9.330112,77.229171,32.1,30.8,27.4,56.4,1.01,5.1
40501,15.932367,73.604149,24.9,33.0,27.9,17.8,1.38,5.8
40502,11.108051,76.703144,26.6,35.6,21.6,23.3,1.23,6.0
40503,10.700068,76.250886,23.9,44.8,18.8,19.5,1.17,5.4
40504,14.050861,75.545976,19.3,36.0,27.7,12.3,1.4,6.6
40505,10.309997,77.348813,23.9,34.1,24.8,37.0,1.02,5.5
40506,9.838168,77.21346,29.9,31.1,25.3,27.5,1.1,5.2
40507,15.067132,74.942792,28.5,36.6,21.9,13.3,1.36,6.0
40508,14.285881,74.573288,15.7,48.5,19.1,27.9,1.21,5.6
40509,8.739608,77.413782,21.1,40.9,20.9,17.4,1.45,6.0
40510,11.288559,76.205785,23.7,44.1,18.4,18.9,1.3,5.6
40511,14.226983,75.065251,14.7,46.6,21.9,15.4,1.33,6.1
40512,18.164578,74.107148,27.8,29.2,25.2,10.7,1.58,7.2
40513,11.967965,76.067458,22.6,43.0,21.9,25.2,1.08,5.3
40514,9.641787,76.508234,21.4,33.6,32.0,23.0,1.23,5.2
40515,18.290638,73.36504,23.8,32.4,22.2,20.8,1.36,6.0
40516,8.770821,77.021288,35.1,30.6,19.1,26.0,1.2,5.2
40517,15.645325,73.717657,0.0,0.0,0.0,0.0,0.0,0.0
40518,8.971388,76.789787,26.1,38.3,23.9,19.7,1.14,5.3
40520,9.967754,77.387502,24.2,41.5,16.1,19.3,1.4,6.9
40521,14.177099,75.066777,16.3,48.8,20.6,15.7,1.3,6.2
40522,9.859104,76.481709,23.5,36.1,23.8,26.7,1.16,5.2
40523,12.939942,75.620782,25.6,47.8,15.5,27.8,1.1,5.4
40524,10.393374,76.87956,28.9,39.3,18.9,26.8,1.15,5.2
40526,9.423135,76.981347,28.9,32.7,22.8,29.9,1.14,5.2
40527,12.44154,76.08627,23.2,42.1,19.7,10.9,1.35,6.4
40528,11.377015,76.316844,22.0,47.2,21.5,19.2,1.27,5.6
40529,13.351083,75.401401,24.9,45.0,16.9,26.8,1.1,5.4
40530,14.72262,74.342732,20.8,45.7,17.8,21.2,1.27,5.4
40532,16.222018,74.207922,22.8,38.9,17.0,17.8,1.33,6.1
40534,15.501071,74.892015,20.2,36.3,24.2,10.8,1.4,6.2
40535,12.853525,75.30239,26.8,48.7,13.8,19.3,1.2,5.4
40536,8.924961,76.917113,0.0,0.0,0.0,0.0,0.0,0.0
40537,16.664418,73.833498,25.3,31.2,24.4,21.6,1.31,6.1
40538,18.758632,73.460416,31.7,29.3,22.2,13.2,1.37,6.3
40539,14.866538,74.461978,19.5,42.4,18.8,22.8,1.25,5.4
40540,13.546909,74.997327,25.9,49.4,14.9,18.0,1.25,5.5
40541,15.119013,74.675816,17.7,47.6,20.4,15.3,1.32,5.8
40542,11.764535,76.552693,24.9,42.6,19.9,18.1,1.22,6.0
40543,10.794769,76.207818,23.0,46.7,15.7,21.9,1.22,5.2
40544,10.110123,76.977108,29.2,28.2,29.9,51.2,1.0,5.1
40545,12.41174,76.262337,28.8,41.1,18.3,12.3,1.33,6.7
40546,12.402538,76.262591,27.6,42.3,18.1,10.8,1.33,6.7
40547,18.618952,72.956728,33.4,33.9,22.4,12.0,1.38,6.5
40548,14.812709,74.638087,19.6,43.3,23.6,23.7,1.23,5.5
40549,16.879686,74.190249,0.0,0.0,0.0,0.0,0.0,0.0
40550,13.161635,74.984173,26.2,49.4,13.8,20.9,1.22,5.6
40551,15.968569,73.816907,26.8,31.7,18.9,19.8,1.37,5.6
40552,15.352162,74.577318,17.7,43.3,20.9,21.0,1.28,5.6
40553,15.798136,74.50464,23.7,40.2,15.4,11.9,1.3,6.0
40554,17.565708,74.050939,25.1,33.5,22.1,11.8,1.51,6.8
40555,13.560115,75.696296,22.0,38.5,23.6,32.1,1.16,5.8
40556,15.287748,75.125037,33.1,36.0,18.6,10.0,1.4,6.7
40557,18.991498,73.619142,33.5,22.4,24.2,16.4,1.36,6.4
40558,12.901549,75.653658,21.8,42.3,21.7,27.2,1.12,5.5
40559,18.31754,73.395579,31.1,29.3,18.6,25.0,1.33,5.7
40560,9.468373,76.923876,26.4,34.5,27.8,31.1,1.12,5.1
40561,10.947633,76.483576,23.3,43.3,21.4,22.6,1.23,5.4
40562,18.544731,73.175616,30.9,36.3,18.1,19.0,1.37,6.2
40564,10.468252,76.58028,28.9,44.4,15.9,31.9,1.07,5.3
40565,10.939962,77.560454,21.9,37.1,23.6,19.1,1.41,7.6
40566,15.293663,75.094214,23.3,38.3,18.9,10.0,1.42,6.6
40567,11.712653,76.337211,20.6,40.1,22.1,20.3,1.2,5.6
40568,11.427305,77.16814,18.0,41.1,19.8,12.0,1.4,7.9
40569,18.822704,73.405162,27.3,31.3,21.9,23.5,1.34,6.2
40570,12.586367,76.363568,32.5,37.0,15.8,14.8,1.37,7.0
40571,11.162781,76.312474,24.1,46.0,18.8,22.9,1.19,5.5
40572,12.06553,76.725543,26.0,38.3,23.1,11.1,1.37,7.3
40573,13.006713,74.879541,35.2,49.0,9.7,20.9,1.23,5.9
40574,14.953492,75.263311,27.8,32.3,29.4,9.9,1.44,7.2
40575,9.719883,77.659974,36.0,33.2,18.1,29.8,1.24,6.3
40576,13.174333,75.86312,24.3,39.5,22.7,10.0,1.28,5.7
40577,19.309922,74.017074,42.8,20.7,21.2,17.9,1.44,6.7
40578,12.022821,76.11463,23.9,37.6,19.6,21.1,1.2,5.4
40579,14.959061,74.177834,17.8,43.6,19.7,26.0,1.25,5.6
40580,18.216331,73.624568,36.8,26.9,20.0,21.2,1.3,6.1
40581,8.674697,77.413297,21.2,39.0,22.2,18.4,1.4,6.0
40582,15.689351,74.752116,29.1,34.8,14.6,9.7,1.39,6.1
40583,18.779651,73.787923,35.3,25.7,20.5,10.8,1.55,7.0
40584,9.758593,77.460814,20.6,46.0,17.5,20.0,1.37,6.4
40585,10.208632,76.24738,27.5,41.9,15.9,21.4,1.2,5.2
40586,15.33281,75.035418,25.6,36.5,18.6,10.3,1.39,6.5
40587,10.753485,76.250703,19.6,45.6,18.1,23.8,1.22,5.3
40588,11.80644,76.910117,19.4,43.0,21.4,12.2,1.32,7.3
40589,10.123393,77.200465,26.0,31.4,29.5,60.0,0.97,5.1
40590,10.80135,76.657512,21.8,44.8,17.1,23.6,1.27,5.6
40591,13.100228,75.586743,23.1,41.5,23.1,18.1,1.2,5.5
40592,9.978187,76.796717,28.3,30.0,26.3,27.8,1.1,5.3
40593,14.589006,75.141854,32.3,28.6,24.1,10.3,1.33,6.2
40594,12.461176,76.468548,0.0,0.0,0.0,0.0,0.0,0.0
40595,17.419709,74.092436,23.2,37.7,20.6,10.4,1.5,6.8
40596,9.657549,76.423316,25.8,29.6,31.4,24.1,1.18,5.2
40597,10.961434,76.905081,14.5,53.1,16.2,12.3,1.4,7.0
40598,16.478874,73.383866,20.2,34.5,24.3,18.7,1.38,6.3
40599,10.268047,76.289518,22.4,52.9,14.5,20.7,1.23,5.2
40600,14.767126,74.774833,16.3,47.6,21.7,19.3,1.24,5.5
40601,14.127802,74.606735,16.7,45.1,20.2,21.9,1.24,5.4
40602,16.094643,74.533079,30.8,34.3,24.8,15.5,1.38,6.4
40603,9.494898,77.510619,29.0,40.9,17.6,22.7,1.33,6.2
40604,16.451835,74.451427,23.8,35.5,18.8,11.1,1.43,7.1
40605,18.35551,73.133862,32.0,32.9,23.5,16.3,1.4,6.2
40606,11.687776,75.864222,30.0,40.6,16.4,34.4,1.04,5.2
