S.No,Latitude,Longitude,Soil_clay_0_5cm,Soil_sand_0_5cm,Soil_silt_0_5cm,Soil_soc_0_5cm,Soil_bdod_0_5cm,Soil_phh2o_0_5cm
2310,10.332889,77.044333,28.1,26.3,33.9,61.5,1.0,5.2
2311,10.332972,77.043,28.1,26.3,33.9,61.5,1.0,5.2
2312,10.333422,76.9614,27.4,36.5,24.6,26.9,1.08,5.3
2313,10.334858,77.576389,23.5,36.2,25.7,31.5,1.0,5.4
2314,10.335672,76.962867,28.6,35.7,23.5,27.1,1.09,5.3
2315,10.336119,77.578139,24.7,37.8,23.5,31.5,1.04,5.7
2316,10.340708,76.912872,24.3,35.1,26.5,33.6,1.2,5.4
2317,10.340856,77.572733,25.8,35.8,25.3,34.9,1.02,5.6
2318,10.340994,76.911064,24.7,36.3,26.7,35.4,1.16,5.3
2319,10.341633,76.903489,24.6,36.3,27.2,30.1,1.05,5.3
2320,10.342139,76.916631,23.9,34.0,27.3,32.8,1.04,5.2
2321,10.342422,76.916044,23.9,34.0,27.3,32.8,1.04,5.2
2322,10.342442,76.918139,24.4,32.7,27.3,32.0,1.06,5.3
2323,10.342506,76.903153,26.2,33.2,26.5,35.5,1.01,5.1
2324,10.342689,76.918153,24.4,32.7,27.3,32.0,1.06,5.3
2325,10.343769,77.574058,26.2,35.5,24.6,41.9,1.08,5.9
2326,10.346594,77.574575,26.2,35.3,24.3,43.4,1.06,5.8
2327,10.347058,76.454839,27.3,43.0,18.7,23.0,1.1,5.3
2328,10.348139,77.781022,20.9,39.7,23.3,29.7,1.19,5.9
2329,10.349056,77.574342,25.6,35.4,24.9,45.6,1.06,5.7
2330,10.3496,76.997897,25.7,30.3,30.1,32.9,1.0,5.2
2331,10.349728,76.375636,23.8,48.9,18.9,27.8,1.12,5.2
2332,10.34985,76.934947,24.3,37.9,26.9,27.0,1.04,5.1
2333,10.350047,76.935408,24.3,37.9,26.9,27.0,1.04,5.1
2334,10.350214,76.935136,24.3,37.9,26.9,27.0,1.04,5.1
2335,10.350692,77.778092,23.6,39.5,23.2,29.8,1.2,5.8
2336,10.350936,76.897556,25.6,33.5,26.8,32.0,1.06,5.1
2337,10.35105,76.935903,24.3,37.9,26.9,27.0,1.04,5.1
2338,10.351622,76.898169,27.1,35.1,25.6,32.0,1.06,5.2
2339,10.351717,76.936442,23.1,37.1,26.8,32.0,1.04,5.1
2340,10.351944,76.966111,24.3,38.1,24.6,29.6,1.08,5.4
2341,10.352011,76.936617,23.1,37.1,26.8,32.0,1.04,5.1
2342,10.352294,77.774639,25.9,37.7,22.3,29.8,1.15,5.7
2343,10.352725,77.573764,22.4,40.1,20.0,36.0,1.02,5.6
2344,10.352907,76.819293,27.1,37.5,24.2,44.0,1.0,5.1
2345,10.352997,76.999106,26.0,31.2,29.6,35.4,1.0,5.2
2346,10.353233,77.572361,23.1,39.8,21.4,35.6,1.04,5.6
2347,10.353306,77.185528,22.4,41.8,18.8,27.9,1.18,5.7
2348,10.353361,77.216706,23.1,44.4,17.0,23.6,1.28,6.3
2349,10.354106,77.593025,22.3,36.5,24.1,38.6,1.06,5.6
2350,10.354333,76.972683,28.0,35.7,23.0,26.8,1.09,5.4
2351,10.354714,76.972575,28.0,35.7,23.0,26.8,1.09,5.4
2352,10.354944,76.963183,26.9,35.8,22.3,25.8,1.1,5.4
2353,10.355205,76.811528,26.1,39.5,24.4,35.5,1.0,5.2
2354,10.355561,76.972572,28.0,35.7,23.0,26.8,1.09,5.4
2355,10.355887,76.819293,27.4,38.9,22.3,37.0,1.0,5.2
2356,10.356444,76.972536,28.4,34.7,23.0,25.6,1.09,5.3
2357,10.356811,76.960642,26.8,35.8,22.9,26.4,1.09,5.4
2358,10.357117,76.960231,26.8,35.8,22.9,26.4,1.09,5.4
2359,10.358003,77.556419,20.6,42.5,24.0,32.8,1.06,5.6
2360,10.359469,77.769122,24.1,35.7,24.8,30.5,1.13,5.7
2361,10.360361,77.184222,22.6,38.5,20.9,27.8,1.3,6.4
2362,10.360675,76.994706,24.6,34.9,24.6,35.6,1.0,5.3
2363,10.3608,77.528139,23.2,42.4,20.1,30.7,1.14,5.5
2364,10.361656,77.533794,24.0,40.2,19.8,30.8,1.15,5.6
2365,10.361797,77.535025,23.3,42.9,20.1,30.8,1.2,5.6
2366,10.362906,77.529744,24.5,37.8,21.3,30.3,1.18,5.6
2367,10.363356,76.981175,26.1,33.7,24.8,30.1,1.05,5.4
2368,10.363389,76.995825,27.2,35.5,24.9,33.5,1.0,5.2
2369,10.363467,77.539144,21.5,37.8,21.0,32.9,1.19,5.7
2370,10.363958,77.757472,27.8,36.2,21.2,44.1,1.05,5.7
2371,10.364092,77.530231,25.7,38.5,20.8,29.1,1.17,5.8
2372,10.364186,77.547044,24.3,40.5,19.7,32.3,1.14,5.7
2373,10.364683,77.539483,22.0,38.0,21.6,32.9,1.19,5.6
2374,10.365706,76.99165,27.2,35.8,25.0,30.4,1.04,5.3
2375,10.3659,76.9478,25.2,36.3,25.1,27.8,1.08,5.2
2376,10.3667,76.9515,26.0,37.3,24.5,27.0,1.08,5.2
2377,10.3669,76.9514,26.0,37.3,24.5,27.0,1.08,5.2
2378,10.367647,77.631219,24.3,38.0,21.6,31.6,1.08,5.5
2379,10.367658,77.539,22.2,40.3,20.7,30.2,1.2,5.8
2380,10.367822,77.756367,26.8,36.8,19.7,44.0,1.01,5.7
2381,10.367825,77.538181,22.2,40.3,20.7,30.2,1.2,5.8
2382,10.368411,76.99395,31.7,28.3,25.9,35.5,0.99,5.2
2383,10.36865,76.992614,31.7,28.3,25.9,35.5,0.99,5.2
2384,10.369194,77.753939,25.7,36.8,19.9,44.7,1.0,5.7
2385,10.369325,76.992967,31.7,28.3,25.9,35.5,0.99,5.2
2386,10.371014,76.994111,30.9,27.9,27.6,35.5,0.99,5.1
2387,10.371364,76.994128,30.9,27.9,27.6,35.5,0.99,5.1
2388,10.371556,77.751583,25.7,37.1,19.6,42.3,1.06,5.6
2389,10.371606,76.994097,30.9,27.9,27.6,35.5,0.99,5.1
2390,10.378392,76.997217,28.7,28.5,29.4,44.0,0.93,5.3
2391,10.380053,76.997308,28.7,28.5,29.4,44.0,0.93,5.3
2392,10.382806,77.049389,27.8,32.9,29.4,31.9,1.02,5.1
2393,10.383017,76.997128,30.1,30.9,26.1,35.3,0.96,5.3
2394,10.383186,76.997114,30.1,30.9,26.1,35.3,0.96,5.3
2395,10.383917,77.662003,21.8,43.9,21.0,32.1,1.06,5.9
2396,10.383942,76.988792,24.7,32.8,29.1,35.8,1.0,5.3
2397,10.384472,76.988072,24.7,32.8,29.1,35.8,1.0,5.3
2398,10.384506,76.994653,27.7,29.1,29.1,35.8,0.97,5.2
2399,10.384525,76.989269,24.7,32.8,29.1,35.8,1.0,5.3
2400,10.384944,76.991008,25.0,32.8,30.3,37.1,0.99,5.3
2401,10.385033,76.989908,24.7,32.8,29.1,35.8,1.0,5.3
2402,10.385083,76.989794,29.0,28.2,28.9,37.0,0.97,5.4
2403,10.385575,76.996517,31.0,29.1,27.0,35.3,1.0,5.3
2404,10.386417,77.049417,28.8,33.9,28.4,32.8,1.0,5.2
2405,10.388494,76.769186,0.0,0.0,0.0,0.0,0.0,0.0
2406,10.389861,77.005111,28.4,29.2,29.8,34.3,0.95,5.3
2407,10.391014,76.998797,31.1,28.9,27.4,44.0,0.92,5.2
2408,10.391533,76.999431,29.7,29.3,27.9,44.0,0.91,5.2
2409,10.391556,77.003278,28.7,29.5,28.1,40.6,0.93,5.2
2410,10.392083,77.001806,28.7,29.5,28.1,40.6,0.93,5.2
2411,10.393472,77.009667,28.9,29.8,28.2,44.0,0.96,5.2
2412,10.393528,77.000167,29.8,29.3,28.2,35.8,0.97,5.3
2413,10.393667,77.000556,29.8,29.3,28.2,35.8,0.97,5.3
2414,10.393944,77.000194,29.8,29.3,28.2,35.8,0.97,5.3
2415,10.394833,76.973944,30.1,30.7,24.8,44.6,0.97,5.1
2416,10.395039,76.991733,28.9,27.5,29.3,40.3,0.93,5.1
2417,10.395222,77.010111,29.0,31.1,27.9,44.0,0.94,5.2
2418,10.397167,77.045111,29.0,32.2,25.5,33.1,1.04,5.4
2419,10.398639,77.045222,29.0,32.2,25.5,33.1,1.04,5.4
2420,10.398778,77.012333,28.7,31.8,29.1,39.0,0.95,5.2
2421,10.398917,77.012583,28.7,31.8,29.1,39.0,0.95,5.2
2422,10.401694,77.010917,29.7,32.6,27.1,36.0,1.0,5.3
2423,10.404611,77.043083,27.5,27.6,29.6,31.2,1.04,5.4
2424,10.405183,76.957953,24.6,35.9,27.8,44.0,1.0,5.1
2425,10.405375,76.957264,24.6,35.9,27.8,44.0,1.0,5.1
2426,10.405542,76.957083,24.6,35.9,27.8,44.0,1.0,5.1
2427,10.405756,76.956897,24.6,35.9,27.8,44.0,1.0,5.1
2428,10.405792,76.956944,24.6,35.9,27.8,44.0,1.0,5.1
2429,10.406667,76.955633,22.7,35.8,28.2,44.0,1.0,5.1
2430,10.407228,76.831808,30.4,39.8,17.4,23.9,1.14,5.2
2431,10.407583,77.046111,27.7,31.2,28.5,32.2,1.05,5.4
2432,10.408278,77.042833,27.7,31.0,28.1,32.2,1.05,5.4
2433,10.409028,77.044694,29.3,31.4,25.6,31.2,1.08,5.4
2434,10.414558,76.950028,29.4,31.2,27.9,48.0,0.94,5.1
2435,10.414911,76.995531,26.4,33.7,25.9,33.3,1.0,5.3
2436,10.415111,76.949639,29.4,31.2,27.9,48.0,0.94,5.1
2437,10.415278,77.043722,27.9,34.1,25.4,30.9,1.12,5.4
2438,10.415981,76.948419,29.4,31.2,27.9,48.0,0.94,5.1
2439,10.416625,76.948019,29.6,30.5,28.5,48.0,0.93,5.1
2440,10.418444,77.039194,27.4,32.3,25.3,30.7,1.1,5.4
2441,10.418444,77.039194,27.4,32.3,25.3,30.7,1.1,5.4
2442,10.418611,77.038944,28.8,31.8,25.4,42.4,1.14,5.6
2443,10.41895,76.761278,26.8,39.8,21.1,29.9,1.14,5.3
2444,10.418997,76.992547,26.6,34.0,26.3,36.2,1.0,5.2
2445,10.419278,77.037944,28.8,31.8,25.4,42.4,1.14,5.6
2446,10.419972,77.036528,26.8,32.4,25.6,33.1,1.1,5.4
2447,10.420275,76.771125,26.6,37.3,23.4,31.2,1.12,5.3
2448,10.420694,77.035944,26.8,32.4,25.6,33.1,1.1,5.4
2449,10.421347,76.767208,26.6,37.6,22.0,30.9,1.16,5.3
2450,10.421417,77.035139,26.1,35.7,26.4,35.4,1.1,5.4
2451,10.421672,76.767213,26.6,37.6,22.0,30.9,1.16,5.3
2452,10.421786,76.767506,26.6,37.6,22.0,30.9,1.16,5.3
2453,10.421888,76.766492,26.6,37.6,22.0,30.9,1.16,5.3
2454,10.422528,77.03175,24.6,35.9,28.5,42.0,1.1,5.4
2455,10.422583,77.031556,24.6,35.9,28.5,42.0,1.1,5.4
2456,10.422722,77.031806,24.6,35.9,28.5,42.0,1.1,5.4
2457,10.424639,77.020139,26.7,33.7,27.5,30.9,1.06,5.4
2458,10.425,77.02025,26.7,33.7,27.5,30.9,1.06,5.4
2459,10.427972,77.018278,26.3,33.7,27.8,29.8,1.1,5.4
2460,10.428,77.018083,26.3,33.7,27.8,29.8,1.1,5.4
2461,10.428306,77.022625,28.9,35.4,25.0,30.9,1.1,5.5
2462,10.428444,77.022111,28.9,35.4,25.0,30.9,1.1,5.5
2463,10.428694,77.022222,28.9,35.4,25.0,30.9,1.1,5.5
2464,10.429889,77.022889,28.9,35.4,25.0,30.9,1.1,5.5
2465,10.434222,77.003972,27.9,33.4,26.2,27.8,1.11,5.4
2466,10.436056,77.01075,27.8,35.7,26.2,26.4,1.14,5.4
2467,10.436056,77.011139,27.8,35.7,26.2,26.4,1.14,5.4
2468,10.437361,77.012444,27.8,35.7,26.2,26.4,1.14,5.4
2469,10.437972,77.011139,29.5,34.8,27.4,27.5,1.15,5.5
2470,10.438278,77.011806,29.5,34.8,27.4,27.5,1.15,5.5
2471,10.438858,76.362567,25.7,43.9,19.7,24.7,1.11,5.3
2472,10.439167,77.013056,29.4,34.9,27.1,25.6,1.14,5.5
2473,10.439975,76.437939,25.0,45.4,19.0,22.8,1.12,5.3
2474,10.44625,77.028806,25.8,34.8,27.3,27.8,1.12,5.4
2475,10.447361,77.026222,23.4,33.8,30.2,25.5,1.18,5.5
2476,10.449658,76.982583,24.2,38.6,23.0,35.5,1.12,5.5
2477,10.450786,76.838131,26.8,40.4,17.6,25.9,1.1,5.3
2478,10.451009,76.66347,29.8,38.2,19.6,32.0,1.02,5.1
2479,10.451523,76.666232,29.7,38.2,20.9,33.2,1.02,5.0
2480,10.452069,76.825522,25.5,42.9,18.3,24.0,1.19,5.3
2481,10.452206,76.832933,25.0,43.1,18.3,25.3,1.1,5.3
2482,10.452394,76.833617,25.0,43.1,18.3,25.3,1.1,5.3
2483,10.45264,76.668505,27.5,38.2,22.1,34.0,1.03,5.1
2484,10.45275,76.668552,27.5,38.2,22.1,34.0,1.03,5.1
2485,10.45312,76.669093,27.5,38.2,22.1,34.0,1.03,5.1
2486,10.453812,76.66986,26.1,36.9,23.2,35.3,1.04,5.1
2487,10.454117,76.834178,25.0,43.1,18.3,25.3,1.1,5.3
2488,10.4563,76.66926,28.5,38.4,21.2,32.0,1.02,5.1
2489,10.456635,76.67035,27.5,36.9,22.3,33.0,1.04,5.1
2490,10.4576,76.6655,29.3,39.0,21.6,29.6,1.06,5.1
2491,10.465139,77.061556,20.5,40.5,22.2,25.4,1.25,5.7
2492,10.465636,77.739114,19.9,47.3,15.0,27.0,1.27,6.5
2493,10.46591,76.5648,28.3,44.7,15.5,32.0,1.03,5.3
2494,10.466567,77.740492,18.4,44.6,17.8,23.2,1.17,6.1
2495,10.466972,77.059361,20.7,41.1,21.5,24.9,1.23,5.8
2496,10.467083,77.059278,20.7,41.1,21.5,24.9,1.23,5.8
2497,10.467801,76.565078,26.0,46.2,18.2,31.1,1.06,5.3
2498,10.4695,77.059167,20.4,43.5,21.8,25.0,1.23,5.8
2499,10.4698,76.5641,27.4,45.9,16.7,26.7,1.06,5.3
2500,10.47005,77.745292,17.3,46.3,18.7,20.9,1.28,6.9
2501,10.470528,77.057444,20.2,42.1,22.0,26.2,1.23,5.7
2502,10.471278,77.059528,19.7,43.3,22.4,27.0,1.23,5.8
2503,10.471642,77.746044,18.6,45.1,18.5,23.8,1.27,6.2
2504,10.471917,77.059083,19.7,43.3,22.4,27.0,1.23,5.8
2505,10.472278,77.741753,18.9,42.2,20.3,21.9,1.27,6.3
2506,10.478986,77.754986,17.1,45.2,18.7,19.0,1.31,6.5
2507,10.479217,76.323517,25.3,44.8,16.5,23.0,1.1,5.2
2508,10.479383,77.755372,17.1,45.2,18.7,19.0,1.31,6.5
2509,10.479529,76.512323,28.2,44.8,14.0,32.3,1.06,5.4
2510,10.479628,76.323519,25.3,44.8,16.5,23.0,1.1,5.2
2511,10.479694,76.323317,24.8,44.3,16.7,21.9,1.12,5.2
2512,10.479755,76.528452,28.1,42.1,15.1,27.8,1.1,5.4
2513,10.479972,77.092056,24.6,40.2,19.1,24.3,1.19,5.6
2514,10.480033,76.323953,25.3,44.8,16.5,23.0,1.1,5.2
2515,10.480044,77.756742,16.4,45.5,19.4,18.0,1.33,7.0
2516,10.480558,76.320931,23.9,47.1,16.6,21.9,1.12,5.3
2517,10.4808,76.5356,28.0,43.7,14.1,27.1,1.1,5.3
2518,10.481158,77.758258,16.5,42.4,20.3,19.0,1.33,6.8
2519,10.4813,76.5261,28.3,41.8,14.1,27.5,1.08,5.4
2520,10.481833,76.512625,27.8,44.1,14.0,30.3,1.1,5.3
2521,10.481861,77.093861,26.1,39.1,18.6,27.1,1.19,5.7
2522,10.483,76.5286,28.3,41.7,13.5,26.8,1.09,5.4
2523,10.483532,76.510802,25.2,42.8,14.7,30.1,1.1,5.4
2524,10.483917,77.096056,24.6,39.4,20.6,27.1,1.17,5.8
2525,10.484014,77.761886,17.1,44.3,17.9,16.6,1.4,7.4
2526,10.484317,76.491312,28.8,43.2,16.0,32.2,1.1,5.2
2527,10.484514,76.321833,26.2,46.1,16.9,21.9,1.14,5.3
2528,10.486194,77.120694,21.4,43.4,17.6,19.0,1.3,6.4
2529,10.48721,76.502767,27.1,45.2,17.7,31.0,1.1,5.3
2530,10.487661,76.322006,25.2,46.9,17.6,21.5,1.13,5.4
2531,10.487814,76.322603,25.2,46.9,17.6,21.5,1.13,5.4
2532,10.487994,76.321703,24.3,49.6,17.0,21.6,1.16,5.4
2533,10.488847,76.501153,27.6,43.3,15.9,30.3,1.1,5.4
2534,10.490861,77.120806,21.0,45.0,16.5,22.0,1.3,6.4
2535,10.492222,77.113056,19.5,43.7,23.5,21.0,1.3,6.0
2536,10.493,76.5618,27.2,48.0,15.6,23.0,1.09,5.3
2537,10.493417,77.116222,20.5,42.3,18.5,23.0,1.29,6.3
2538,10.494,76.4994,25.9,44.3,16.8,30.3,1.1,5.2
2539,10.494222,77.118,20.2,44.5,18.1,23.0,1.3,6.3
2540,10.500578,76.286672,24.8,53.4,13.3,23.4,1.16,5.2
2541,10.507833,76.337714,26.1,47.2,14.4,24.4,1.14,5.4
2542,10.507912,76.509617,27.4,45.3,15.8,27.9,1.16,5.4
2543,10.50813,76.627101,30.9,40.5,15.9,32.0,1.03,5.3
2544,10.509711,76.338167,26.6,46.1,15.7,22.9,1.11,5.4
2545,10.511741,76.630045,26.6,41.0,17.9,30.5,1.1,5.2
2546,10.5125,76.70548,23.6,33.8,27.9,31.9,1.06,5.1
2547,10.512772,76.706638,23.6,33.8,27.9,31.9,1.06,5.1
2548,10.513072,76.340317,25.7,47.8,16.2,27.9,1.12,5.3
2549,10.513337,76.523822,21.7,47.6,17.1,23.0,1.14,5.4
2550,10.513456,76.705238,26.5,35.5,24.9,26.9,1.17,5.4
2551,10.514386,76.708769,26.1,34.0,24.2,26.1,1.09,5.2
2552,10.514672,76.336389,26.4,48.9,14.6,21.1,1.18,5.4
2553,10.514767,76.336564,26.4,48.9,14.6,21.1,1.18,5.4
2554,10.514844,76.714898,27.8,34.5,24.1,30.0,1.03,5.2
2555,10.514993,76.722541,30.0,37.3,19.1,31.6,1.0,5.2
2556,10.515619,76.338414,25.6,48.0,16.0,24.6,1.14,5.3
2557,10.515897,76.308169,25.3,50.7,14.0,26.2,1.16,5.3
2558,10.516015,76.707017,27.2,34.4,24.4,29.0,1.09,5.3
2559,10.516108,76.714738,27.8,34.5,24.1,30.0,1.03,5.2
2560,10.51619,76.714973,27.8,34.5,24.1,30.0,1.03,5.2
2561,10.516308,76.310019,25.3,50.8,14.7,21.9,1.12,5.4
2562,10.517512,76.706842,26.0,33.1,24.7,27.8,1.11,5.3
2563,10.517591,76.635992,24.6,43.3,15.7,31.0,1.09,5.2
2564,10.518439,76.707104,26.0,33.1,24.7,27.8,1.11,5.3
2565,10.5185,76.6306,27.0,42.9,16.5,30.4,1.09,5.3
2566,10.518808,76.629248,27.0,42.9,16.5,30.4,1.09,5.3
2567,10.519083,76.704987,26.7,33.4,24.6,26.1,1.12,5.3
2568,10.5192,76.72935,26.9,35.8,25.3,35.4,1.0,5.2
2569,10.519324,76.728593,26.9,35.8,25.3,35.4,1.0,5.2
2570,10.519469,76.70468,26.7,33.4,24.6,26.1,1.12,5.3
2571,10.520022,76.629233,25.7,43.3,16.8,29.1,1.1,5.2
2572,10.520291,76.63457,26.4,46.7,15.6,29.6,1.1,5.3
2573,10.52186,76.628728,24.4,44.0,16.2,28.2,1.1,5.2
2574,10.522207,76.64859,26.1,42.9,16.6,31.0,1.09,5.2
2575,10.522236,76.649148,29.0,41.9,16.1,31.6,1.04,5.1
2576,10.52281,76.648173,26.1,42.9,16.6,31.0,1.09,5.2
2577,10.523018,76.648022,26.1,42.9,16.6,31.0,1.09,5.2
2578,10.523363,76.635342,24.8,46.1,16.1,30.1,1.1,5.2
2579,10.523663,76.639443,27.4,43.1,16.2,31.0,1.05,5.2
2580,10.523668,76.642289,25.0,42.1,17.6,30.6,1.1,5.3
2581,10.523768,76.6528,28.4,41.9,16.5,31.1,1.06,5.2
2582,10.523999,76.730808,27.8,36.4,25.1,32.6,1.0,5.2
2583,10.524095,76.63604,23.5,44.2,17.4,29.6,1.1,5.3
2584,10.524426,76.653293,28.4,41.9,16.5,31.1,1.06,5.2
2585,10.52445,76.627285,25.0,46.2,16.2,29.1,1.1,5.3
2586,10.5248,76.6413,27.4,41.7,15.1,31.9,1.04,5.2
2587,10.5249,76.6414,27.4,41.7,15.1,31.9,1.04,5.2
2588,10.525045,76.627113,25.0,46.2,16.2,29.1,1.1,5.3
2589,10.525053,76.653811,28.3,41.6,17.0,32.7,1.06,5.2
2590,10.52508,76.636973,23.5,44.2,17.4,29.6,1.1,5.3
2591,10.5252,76.6391,27.2,42.9,16.2,32.0,1.04,5.2
2592,10.525205,76.64719,26.9,42.9,16.3,32.3,1.02,5.2
2593,10.525447,76.6469,26.9,42.9,16.3,32.3,1.02,5.2
2594,10.525573,76.65591,27.3,41.9,17.3,34.3,1.06,5.0
2595,10.525735,76.62619,27.0,41.8,17.0,28.7,1.11,5.4
2596,10.5259,76.6566,27.3,41.9,17.3,34.3,1.06,5.0
2597,10.526197,76.639938,24.2,46.0,17.2,29.8,1.05,5.3
2598,10.52625,76.640712,24.2,46.0,17.2,29.8,1.05,5.3
2599,10.526352,76.656767,27.2,44.2,16.4,31.2,1.06,5.2
2600,10.526381,76.720458,26.2,33.4,26.9,33.0,1.06,5.4
2601,10.526457,76.637498,23.7,44.5,16.8,30.8,1.1,5.3
2602,10.52648,76.639218,24.2,46.0,17.2,29.8,1.05,5.3
2603,10.52658,76.638208,24.2,46.0,17.2,29.8,1.05,5.3
2604,10.526703,76.704183,26.0,35.6,25.2,30.8,1.1,5.4
2605,10.526765,76.625365,25.3,43.1,17.1,29.9,1.09,5.4
2606,10.52681,76.65506,26.5,44.7,16.2,31.0,1.04,5.2
2607,10.526982,76.725932,25.0,35.4,27.3,35.8,1.0,5.2
2608,10.526998,76.656787,27.2,44.2,16.4,31.2,1.06,5.2
2609,10.527,76.6603,27.0,42.0,16.8,32.7,1.08,5.1
2610,10.527023,76.62514,25.3,43.1,17.1,29.9,1.09,5.4
2611,10.527033,76.646188,25.3,37.9,16.3,32.0,1.0,5.3
2612,10.527178,76.65542,26.5,44.7,16.2,31.0,1.04,5.2
2613,10.527178,76.657258,27.2,44.2,16.4,31.2,1.06,5.2
2614,10.528,76.6587,27.0,44.6,16.0,33.3,1.04,5.1
2615,10.528,76.6675,26.8,36.3,24.3,30.9,1.1,5.2
2616,10.528409,76.72551,25.3,34.1,27.5,32.0,1.08,5.5
2617,10.52845,76.644182,26.1,43.3,15.4,30.8,1.02,5.2
2618,10.528565,76.656988,25.3,40.6,19.4,32.0,1.1,5.2
2619,10.52859,76.643365,24.6,40.2,20.7,29.3,1.1,5.4
2620,10.52886,76.659552,27.4,42.7,17.2,32.0,1.06,5.1
2621,10.528954,76.744945,27.6,33.2,27.3,35.8,1.01,5.3
2622,10.52909,76.66085,27.4,42.3,17.2,32.2,1.04,5.1
2623,10.529327,76.662737,26.9,42.9,17.2,32.8,1.06,5.1
2624,10.529373,76.666168,26.7,43.1,17.2,32.2,1.09,5.2
2625,10.529405,76.658323,27.4,42.7,17.2,32.0,1.06,5.1
2626,10.529522,76.622937,24.6,39.8,22.6,31.1,1.12,5.4
2627,10.529618,76.74376,26.9,34.0,27.2,30.7,1.01,5.4
2628,10.529733,76.66361,26.9,42.9,17.2,32.8,1.06,5.1
2629,10.52995,76.66664,26.7,43.1,17.2,32.2,1.09,5.2
2630,10.530195,76.622477,24.6,39.8,22.6,31.1,1.12,5.4
2631,10.530427,76.702402,26.1,34.5,24.0,31.1,1.09,5.4
2632,10.530468,76.66702,27.0,41.6,17.9,31.2,1.1,5.1
2633,10.531615,76.621292,23.0,42.6,17.7,32.3,1.1,5.3
2634,10.531677,76.668657,26.3,41.4,16.6,31.1,1.1,5.2
2635,10.533772,76.666526,27.2,43.6,18.1,28.1,1.09,5.2
2636,10.533957,76.672943,26.8,41.5,19.8,28.7,1.08,5.1
2637,10.534028,76.360936,24.0,47.9,15.2,21.2,1.2,5.4
2638,10.53409,76.673132,26.8,41.5,19.8,28.7,1.08,5.1
2639,10.535607,76.67363,26.8,41.5,19.8,28.7,1.08,5.1
2640,10.535642,76.673373,27.8,41.4,19.8,27.4,1.07,5.2
2641,10.53592,76.670983,27.2,41.8,20.0,27.8,1.07,5.2
2642,10.536065,76.613566,25.6,42.0,16.8,28.6,1.12,5.2
2643,10.536253,76.670532,27.2,41.8,20.0,27.8,1.07,5.2
2644,10.536482,76.668683,26.6,41.0,18.4,30.1,1.09,5.1
2645,10.536763,76.665423,27.9,43.2,16.7,29.8,1.09,5.2
2646,10.536985,76.667702,26.6,41.0,18.4,30.1,1.09,5.1
2647,10.536993,76.668405,26.6,41.0,18.4,30.1,1.09,5.1
2648,10.537015,76.668252,26.6,41.0,18.4,30.1,1.09,5.1
2649,10.537323,76.728492,29.7,35.2,26.3,37.6,1.04,5.4
2650,10.53758,76.67444,25.7,40.1,23.2,29.4,1.08,5.1
2651,10.53852,76.620628,24.8,40.9,19.4,25.1,1.24,5.4
2652,10.538607,76.667587,24.5,43.4,20.8,30.9,1.08,5.1
2653,10.538953,76.672063,25.8,41.8,22.2,28.1,1.09,5.3
2654,10.539537,76.72348,22.4,34.5,28.3,36.1,1.0,5.2
2655,10.540594,76.55919722,22.7,47.9,16.4,25.6,1.12,5.2
2656,10.541594,76.724785,26.6,33.5,27.8,39.0,1.0,5.2
2657,10.541962,76.66618,24.2,43.3,17.6,27.8,1.12,5.2
2658,10.542128,76.666089,24.2,43.3,17.6,27.8,1.12,5.2
2659,10.543345,76.666954,23.5,43.3,18.6,27.8,1.16,5.3
2660,10.544467,76.56024167,23.2,46.5,16.1,27.8,1.15,5.4
2661,10.545428,76.55467778,22.9,47.2,17.8,30.3,1.12,5.2
2662,10.547115,76.675578,23.7,41.3,25.2,32.1,1.11,5.4
2663,10.547612,76.664617,24.7,39.1,18.6,30.3,1.14,5.2
2664,10.547777,76.675724,23.0,40.5,25.3,32.5,1.09,5.3
2665,10.547798,76.665388,23.5,39.8,22.2,35.0,1.14,5.2
2666,10.5481,76.5671,22.5,49.3,17.1,29.8,1.12,5.3
2667,10.5483,76.5622,23.5,47.7,16.5,28.8,1.12,5.4
2668,10.548475,76.54886389,24.6,50.9,15.7,26.4,1.12,5.3
2669,10.548483,76.66505,23.5,39.8,22.2,35.0,1.14,5.2
2670,10.548547,76.675041,23.0,40.5,25.3,32.5,1.09,5.3
2671,10.5494,76.5612,23.5,47.7,16.5,28.8,1.12,5.4
2672,10.550603,76.680796,24.5,42.2,21.8,28.2,1.19,5.5
2673,10.551872,76.56173056,21.4,50.9,17.1,27.4,1.12,5.2
2674,10.551925,76.56581111,24.6,46.9,16.6,29.8,1.12,5.4
2675,10.552392,76.54815,24.0,51.1,15.7,24.8,1.14,5.4
2676,10.55266,76.657883,27.4,41.4,16.6,29.4,1.19,5.2
2677,10.552925,76.56031944,21.6,50.7,16.5,27.8,1.11,5.2
2678,10.553,76.5578,21.2,51.0,16.2,25.2,1.12,5.2
2679,10.553422,76.55888333,21.6,50.7,16.5,27.8,1.11,5.2
2680,10.553458,76.57000278,28.0,44.4,13.9,31.0,1.12,5.4
2681,10.554097,76.370192,26.0,47.2,16.4,23.9,1.12,5.3
2682,10.554211,76.55907778,21.6,50.7,16.5,27.8,1.11,5.2
2683,10.554486,76.57206667,28.0,44.4,13.9,31.0,1.12,5.4
2684,10.554778,76.57425,27.9,39.8,17.1,28.8,1.13,5.3
